"workerid","assignmentid","Answer.listNumber","time","Answer.age","Answer.gender","Answer.language","Answer.americanenglish","variable","value","Trial","List","number","verb","sound","question","Response"
86,"3FQ5JJ512LPZPFKATU6PMK148L7KNG",1,00:06:24,"""37""","""male""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
143,"3DBQWDE4Y6ZW7WZ7M72JKVIMBVC5NG",1,00:09:42,"""30""","""male""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
57,"3MRNMEIQW571N9BFP04N5F2PJHALD2",11,00:07:21,"""28""","""male""","""english""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
138,"3S4AW7T80BJONDSMWP3U2B8J64HL4P",0,00:08:26,"""51""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
162,"35LDD5557A5T7XZAHTRP95C43VXKMG",3,00:10:02,"""29""","""female""","""english""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
93,"3ZWFC4W1UU89ORKOLQW9FRE91MFFRX",8,00:10:59,"""33""","""male""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
81,"3J88R45B2GZ5C0VU8SY6G3E149MXPD",4,00:11:27,"""26""","""male""","""english""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
115,"3FTYUGLFSUMNLK8UXDOGOQ6SXRAD56",7,00:10:58,"""34""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
170,"3FDJT1UU749VZQE4PUA3S31IH075KB",7,00:11:47,"""60""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
64,"3IKZ72A5B4HO9TSWSJFS679Z0PQFN9",7,00:11:55,"""27""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
22,"3IOEN3P9S7KPCTSWM3EQFUJJ4PI61P",8,00:11:39,"""27""","""male""","""ENGLISH""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
168,"3STRJBFXOWSXKSPUQQS1VJ7WX3TKTH",5,00:11:12,"""53""","""male""","""english""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
1,"3I7DHKZYGN1KJ4MQOJJ6CQ9D94Q5F9",1,00:12:23,"""38""","""female""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
52,"3EKVH9QMEY5VMNP7FUMIQJ3GDHJD25",9,00:11:52,"""23""","""female""","""english""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
68,"3EQHHY4HQSTQX4ILZ3POUB9PAJQ5G8",3,00:12:32,"""41""","""male""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
71,"34Z02EIMISEV72IQMXIJCZSNJ5N0TR",3,00:11:38,"""48""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
149,"3BV8HQ2ZZW2L6H5WIM7JQVCM8JOA6H",5,00:12:30,"""60""","""male""","""Emglish""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
119,"3F6KKYWMNB2RB9E01DK2I76EOCADNW",4,00:11:09,"""27""","""male""","""english""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
148,"3LOTDFNYA70EWN1AKK6F2QMQT1UFW0",4,00:12:12,"""30""","""female""","""English""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
151,"34S6N1K2ZVKIZPGHBWNDW0HNB93HL7",9,00:12:47,"""75""","""female""","""English""","""No""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
146,"3GLB5JMZFXWL1HXEE977SNXHN0ODGO",11,00:11:32,"""33""","""female""","""english""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
30,"339ANSOTR537BE9JWETXHC5NMMDKI0",7,00:12:33,"""23""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
90,"3PEIJLRY6TUVW9SVKEC18XMXX6PXW8",7,00:12:47,"""73""","""male""","""ENGLISH""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
28,"3WJ1OXY92AH8AVOKB14HA98DEEEA83",7,00:12:57,"""35""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
100,"3I33IC7ZWF3XOGMVVKVG0IVASEMA20",6,00:13:12,"""36""","""male""","""english""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
16,"3G5W44VEU7JTFN3O6QTUW0S779LKG8",1,00:13:05,"""35""","""female""","""english""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
42,"3JPSL1DZ5S0TD2BOH3T0S6Y839DNA4",11,00:12:04,"""34""","""female""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
37,"3GFK2QRXX9IMUQ8LE8T6GEVD47G5W7",7,00:13:14,"""34""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
73,"3UOUJI6MTDFI453QPEX0Q910CQEXU9",7,00:13:29,"""40""","""female""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
125,"3G2UL9A02DF3NF7YBJVZG4AW7BI67M",6,00:13:14,"""54""","""male""","""English""","""No""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
112,"3YDGXNSEOZVT868320UQX6MDM4I84Q",6,00:13:09,"""41""","""male""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
127,"39JEC7537U2UEMHV38BI8II9PFZVCU",9,00:14:10,"""23""","""male""","""English""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
36,"354P56DE9K48AD5VIWY2H96OP0F7S9",4,00:13:44,"""55""","""female""","""english""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
89,"3S06PH7KSR5OX27BWQM4L0TBLB5D1O",4,00:13:29,"""27""","""male""","""ENGLISH""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
44,"3MAOD8E57QB59FJHSDLECE964ULXNH",10,00:14:35,"""36""","""male""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
18,"37Z929RLG99V8B22VZ13M5Y6EX6ST6",8,00:12:29,"""24""","""male""","""English""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
75,"3TUI152ZZBOIMBBG1CSOLZ0A4QUQ16",7,00:13:21,"""31""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
66,"3CFJTT4SXTRJGZ2ZDK4OD701G2D7IH",10,00:15:08,"""31""","""male""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
41,"3OB0CAO74HQ2ZONGUBC3Q8JJKO7HYZ",9,00:14:09,"""59""","""male""","""English""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
116,"32Q90QCQ1SMVV97X0V36WX7VUT6KER",6,00:16:43,"""39""","""male""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
99,"3BWI6RSP7GA70U0DH1EXSS29O967E8",8,00:17:11,"""31""","""female""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
114,"3RWE2M8QWHBXCPD6P1W730MVUN10NQ",9,00:17:42,"""36""","""female""","""english""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
153,"3TEM0PF1Q5YOQDMT07I47VA1GJZ0D8",11,00:18:37,"""53""","""female""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
152,"3DEL4X4EL6MZLENVZFUPTU7D8EPXY7",10,00:19:09,"""34""","""female""","""English""","""Yes""","Trial17","11 17 bark buddy-bark-m-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"11","17","bark","buddy-bark-m-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
166,"3IGI0VL647LIF65PRMYIT1IDSQHNO3",11,00:17:27,"""49""","""female""","""english""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
175,"3CTOC39K37RFBAM5V2POP8F1TH2J75",9,00:16:18,"""28""","""male""","""english""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
34,"3FIJLY1B6U5OCE498YSKAWEU04RFP5",5,00:21:15,"""32""","""female""","""english""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
87,"3BF51CHDTVB52TRVM31UYGPZ8BS0HH",1,00:21:11,"""33""","""male""","""English""","""Yes""","Trial17","2 17 bark buddy-bark-s-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"2","17","bark","buddy-bark-s-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
158,"384PI804XS2US25BXXDT2UW1HM90S2",4,00:21:01,"""26""","""male""","""english""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
154,"3EJJQNKU9R6T2NBUGGK9ICQMH1SHRX",7,00:21:13,"""28""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
4,"3SB4CE2TJVWYPWPSJ9G9Q8P65NNAXB",0,00:20:19,"""51""","""female""","""English""","""Yes""","Trial17","1 17 bark buddy-bark-s-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"1","17","bark","buddy-bark-s-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
92,"3TGOYF991XNQN19VK9MD622WI8YUUF",7,00:16:14,"""50""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
55,"30X31N5D63RQTF3TPZAMR08EQ8LAS3",5,00:21:56,"""41""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
69,"323Q6SJS8IHWZX6LPLKF1NC3EDHFH0",5,00:23:21,"""35""","""male""","""English""","""Yes""","Trial17","6 17 bark buddy-bark-a-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"6","17","bark","buddy-bark-a-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
24,"3JZQSN0I3QBIZ1BA5F2XGN02ZD4FG1",4,00:23:39,"""76""","""male""","""English""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
5,"35K3O9HUABEKFNFJZKC9GKFQMXPFEK",8,00:24:12,"""41""","""male""","""english""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
38,"3A9AA95ATWNWAHBK2MFBOKNHBAD5PC",6,00:24:00,"""36""","""female""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
49,"33PPUNGG386FT8BOM2QGIJURDR9RZX",8,00:17:29,"""33""","""female""","""English""","""Yes""","Trial17","9 17 bark buddy-bark-m-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"9","17","bark","buddy-bark-m-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
3,"3BV8HQ2ZZW2L6H5WIM7JQVCM8JO6AD",9,00:23:07,"""32""","""female""","""English%2C+Assyrian""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
129,"3K2755HG5S4FNH1J3P1PA2X5MLODFP",9,00:23:39,"""30""","""female""","""English""","""Yes""","Trial17","10 17 bark buddy-bark-m-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"10","17","bark","buddy-bark-m-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
174,"3WEV0KO0OMTORM65991OH1GKBBIDS8",3,00:24:40,"""56""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
160,"37TD41K0AHAEMU0R9D6DXVY2QB6CS7",11,00:28:38,"""70""","""male""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
156,"3SBEHTYCWN42VJY00TUOQKKYK1MYI9",7,00:26:58,"""54""","""male""","""English""","""Yes""","Trial17","8 17 bark buddy-bark-a-V.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"8","17","bark","buddy-bark-a-V.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
161,"3PH3VY7DJLYK14SALW0M5I2856QWZ7",11,00:06:07,"""21""","""female""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
101,"3HSYG7LRBJZYH9Z7WHE9USK0EQ4KKD",11,00:06:29,"""50""","""male""","""English""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
20,"3QBD8R3Z21KWTYVJ9HJMUSCD19OO4B",4,00:09:44,"""36""","""male""","""English""","""Yes""","Trial17","5 17 bark buddy-bark-a-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"5","17","bark","buddy-bark-a-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
144,"37UQDCYH6XWO25MZCR37SWQVO48V71",6,00:09:23,"""28""","""male""","""English""","""Yes""","Trial17","7 17 bark buddy-bark-a-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"7","17","bark","buddy-bark-a-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
53,"3QAPZX2QN4E1N3OD3IYNBCJXJSD204",3,00:10:34,"""38""","""female""","""English""","""Yes""","Trial17","4 17 bark buddy-bark-s-A.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"4","17","bark","buddy-bark-s-A.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
124,"3AZHRG4CU4LQ8LKW7ICSUMOPP6D30G",11,00:14:06,"""29""","""female""","""english""","""Yes""","Trial17","12 17 bark buddy-bark-m-T.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"12","17","bark","buddy-bark-m-T.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
29,"3GS6S824SQYQKFERI8PSAVVZVSLNWK",2,00:04:40,"""30""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
106,"3WMOAN2SRBYD5QEMSYKWOTCLOJJNVA",2,00:07:05,"""39""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
13,"3NLZY2D53PQVCIFKUMA75E9O2W4QLH",2,00:07:41,"""29""","""male""","""english""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 2",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",2
21,"3EICBYG644XLNRH1MJXZ5U7FUSYJC3",2,00:08:05,"""30""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 1",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",1
113,"3S06PH7KSR5OX27BWQM4L0TBLBA1DH",2,00:08:58,"""28""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
31,"33OOO72IVHMF1UD6YDB370UOSUPTCI",2,00:09:34,"""45""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
80,"3MAOD8E57QB59FJHSDLECE964URNXD",2,00:10:40,"""33""","""male""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
14,"3I2PTA7R3TVKSCX29MY6QEW9DWZQKE",2,00:13:50,"""59""","""male""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 5",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",5
78,"3B1NLC6UGZXUQE04JIY2SHE61JWGPA",2,00:21:32,"""43""","""male""","""english""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
40,"3R08VXYT7CW1HUM42183EY99VDGW7I",2,00:28:03,"""38""","""male""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 3",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",3
15,"33LK57MYLT6RUNB11RQL8TZNZTXZSY",2,00:21:16,"""23""","""female""","""English""","""Yes""","Trial17","3 17 bark buddy-bark-s-S.wav Is_Debby_certain_that_Buddy_barked_before_the_mailman_came? 4",17,"3","17","bark","buddy-bark-s-S.wav","Is_Debby_certain_that_Buddy_barked_before_the_mailman_came?",4
